"","sample_barcode","collection_label","project","site_code","site_name","collection_date","accessioned","sample_type","habitat","host","trophic","site_type","metadata","lat","long","empo_1","empo_2","empo_3","PI","Processing","common_name","family","genus","species","taxonomy_info","photo","photo.notes"
"91",106,"DicotRootC-2","Keck","02","Confluence","20180410","Yes","DicotRoot","Terrestrial","Plant","PrimaryProducer","Core Waimea","Coffea arabica",21.63094,-158.04771,"Host-associated","Plant","Plant rhizosphere","Nicole","Freeze Dry","Dicot Plant","Rubiaceae","Coffea","arabica","","DicotC_Site2_3.JPG","2 other photos available"
"92",107,"MonocotLeafA-2","Keck","02","Confluence","20180410","Yes","MonocotLeaf","Terrestrial","Plant","PrimaryProducer","Core Waimea","Calathea lutea",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Monocot Plant","Marantaceae","Calathea","lutea","","MonocotA_Site2_2.JPG","3 other photos available"
"93",108,"MonocotLeafB-2","Keck","02","Confluence","20180410","Yes","MonocotLeaf","Terrestrial","Plant","PrimaryProducer","Core Waimea","Canna indica",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Monocot Plant","Cannaceae","Canna","indica","","MonocotB_Site2_3.JPG","2 other photos available"
"94",109,"MonocotLeafC-2","Keck","02","Confluence","20180410","Yes","MonocotLeaf","Terrestrial","Plant","PrimaryProducer","Core Waimea","Setaria palmifolia",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Monocot Plant","Poaceae","Setaria","palmifolia","","MonocotC_Site2_2.JPG","1 other photo available"
"95",110,"MonocotSwabA-2","Keck","02","Confluence","20180410","Yes","MonocotLeafSwab","Terrestrial","Plant","PrimaryProducer","Core Waimea","Calathea lutea",21.63094,-158.04771,"Host-associated","Plant","Plant surface","Anthony",NA,"Monocot Plant","Marantaceae","Calathea","lutea","","MonocotA_Site2_2.JPG","3 other photos available"
"96",111,"MonocotSwabB-2","Keck","02","Confluence","20180410","Yes","MonocotLeafSwab","Terrestrial","Plant","PrimaryProducer","Core Waimea","Canna indica",21.63094,-158.04771,"Host-associated","Plant","Plant surface","Anthony",NA,"Monocot Plant","Cannaceae","Canna","indica","","MonocotB_Site2_3.JPG","2 other photos available"
"97",112,"MonocotSwabC-2","Keck","02","Confluence","20180410","Yes","MonocotLeafSwab","Terrestrial","Plant","PrimaryProducer","Core Waimea","Setaria palmifolia",21.63094,-158.04771,"Host-associated","Plant","Plant surface","Anthony",NA,"Monocot Plant","Poaceae","Setaria","palmifolia","","MonocotC_Site2_2.JPG","1 other photo available"
"98",113,"MonocotFruitFlowerA-2","Keck","02","Confluence","20180410","Yes","MonocotFruit","Terrestrial","Plant","PrimaryProducer","Core Waimea","Calathea lutea",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Monocot Plant","Marantaceae","Calathea","lutea","","MonocotA_Site2_2.JPG","3 other photos available"
"99",114,"MonocotFruitFlowerB-2","Keck","02","Confluence","20180410","Yes","MonocotFruit","Terrestrial","Plant","PrimaryProducer","Core Waimea","Canna indica",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Monocot Plant","Cannaceae","Canna","indica","","MonocotB_Site2_3.JPG","2 other photos available"
"100",115,"MonocotFruitFlowerC-2","Keck","02","Confluence","20180410","Yes","MonocotFruit","Terrestrial","Plant","PrimaryProducer","Core Waimea","Setaria palmifolia",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Monocot Plant","Poaceae","Setaria","palmifolia","","MonocotC_Site2_3.JPG","1 other photo available"
"101",116,"RockSwab1-2","Keck","02","Confluence","20180410","Yes","RockSwab","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.63094,-158.04771,"Free-living","Non-saline","Surface (non-saline)","Anthony",NA,"RockSwab",NA,NA,NA,NA,NA,NA
"102",117,"RockSwab2-2","Keck","02","Confluence","20180410","Yes","RockSwab","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.63094,-158.04771,"Free-living","Non-saline","Surface (non-saline)","Anthony",NA,"RockSwab",NA,NA,NA,NA,NA,NA
"103",118,"RockSwab3-2","Keck","02","Confluence","20180410","Yes","RockSwab","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.63094,-158.04771,"Free-living","Non-saline","Surface (non-saline)","Anthony",NA,"RockSwab",NA,NA,NA,NA,NA,NA
"104",119,"041118_MEDE_0018_CMAIKI","Keck","02","Confluence","20180411","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Veronicella cubensis 1",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Veronicellidae","Veronicella","cubensis","","N",NA
"105",120,"041118_MEDE_0019_CMAIKI","Keck","02","Confluence","20180411","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Veronicella cubensis 1",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Veronicellidae","Veronicella","cubensis","","N",NA
"106",121,"041118_MEDE_0020_CMAIKI","Keck","02","Confluence","20180411","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Subulina octona 1",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Achatinidae","Subulina","octona","","N",NA
"107",122,"041118_MEDE_0021_CMAIKI","Keck","02","Confluence","20180411","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Subulina octona 1",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Achatinidae","Subulina","octona","","N",NA
"108",123,"041118_MEDE_0022_CMAIKI","Keck","02","Confluence","20180411","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Subulina octona 1",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Achatinidae","Subulina","octona","","N",NA
"109",124,"041118_MEDE_0023_CMAIKI","Keck","02","Confluence","20180411","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Subulina octona 1",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Achatinidae","Subulina","octona","","N",NA
"110",125,"041118_MEDE_0024_CMAIKI","Keck","02","Confluence","20180411","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Paropeas achatinaceum 1",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Achatinidae","Paropeas","achatinaceum","","N",NA
"111",126,"041118_MEDE_0025_CMAIKI","Keck","02","Confluence","20180411","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Oxychilus alliarius 1",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Zonitidae","Oxychilus","alliarius","","N",NA
"112",127,"041118_MEDE_0026_CMAIKI","Keck","02","Confluence","20180411","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Oxychilus alliarius 1",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Zonitidae","Oxychilus","alliarius","","N",NA
"113",137,"041118_MEDE_0027_CMAIKI","Keck","02","Confluence","20180411","Yes","Mosquito","Terrestrial","Animal","Carnivore","Core Waimea","Aedes albopictus 3 F",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Matt",NA,"Mosquito","Culicidae","Aedes","albopictus","","N",NA
"114",138,"041118_MEDE_0028_CMAIKI","Keck","02","Confluence","20180411","Yes","Mosquito","Terrestrial","Animal","Carnivore","Core Waimea","Aedes albopictus 3 F",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Matt",NA,"Mosquito","Culicidae","Aedes","albopictus","","N",NA
"115",139,"041118_MEDE_0029_CMAIKI","Keck","02","Confluence","20180411","Yes","Mosquito","Terrestrial","Animal","Carnivore","Core Waimea","Aedes albopictus 3 M",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Matt",NA,"Mosquito","Culicidae","Aedes","albopictus","","N",NA
"116",140,"041118_MEDE_0030_CMAIKI","Keck","02","Confluence","20180411","Yes","Mosquito","Terrestrial","Animal","Carnivore","Core Waimea","Aedes albopictus 3 M",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Matt",NA,"Mosquito","Culicidae","Aedes","albopictus","","N",NA
"117",141,"MossA-2","Keck","02","Confluence","20180410","Yes","MossThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","need ID Photo voucher",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Moss",NA,NA,NA,"what kind of moss?","MossA_Site2_1.JPG","3 other photos available"
"118",142,"MossB-2","Keck","02","Confluence","20180410","Yes","MossThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","need ID Photo voucher",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Moss",NA,NA,NA,"what kind of moss?","MossB_Site2_1.JPG","1 other photo available"
"119",143,"MossC-2","Keck","02","Confluence","20180410","Yes","MossThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","need ID Photo voucher",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Moss",NA,NA,NA,"what kind of moss?","MossC_Site2_1.JPG","1 other photo available"
"120",144,"FernA-2","Keck","02","Confluence","20180410","Yes","FernThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","Cyclosorus sp.",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Fern","Thelypteridaceae","Cyclosorus",NA,"ask for species help","FernA_Site2_1.JPG","2 other photos available"
"121",145,"FernB-2","Keck","02","Confluence","20180410","Yes","FernThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","Nephrolepsis sp.",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Fern","Nephrolepidaceae","Nephrolepsis",NA,"ask for species help","FernB_Site2_2.JPG","2 other photos available"
"122",146,"FernC-2","Keck","02","Confluence","20180410","Yes","FernThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","Microsorum grossum",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Fern","Polypodiaceae","Microsorum","grossum","","FernC_Site2_1.JPG",NA
"123",147,"LichenA-2","Keck","02","Confluence","20180410","Yes","LichenThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","need ID Photo voucher",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Lichen",NA,NA,NA,"what kind of lichen?","LichenA_Site2_1.JPG","1 other photo available"
"124",148,"LichenB-2","Keck","02","Confluence","20180410","Yes","LichenThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","need ID Photo voucher",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Lichen",NA,NA,NA,"what kind of lichen?","LichenB_Site2_1.JPG","3 other photos available"
"125",149,"LichenC-2","Keck","02","Confluence","20180410","Yes","LichenThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","need ID Photo voucher",21.63094,-158.04771,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Lichen",NA,NA,NA,"what kind of lichen?","LichenC_Site2_1.JPG","2 other photos available"
"126",150,"LitterArthroD-2","Keck","02","Confluence","20180411","No","LitterArthro","Terrestrial","Animal","Multiple","Core Waimea","Lawn shrimp, B-2-1",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu","Sort","Lawn Shrimp","Talitridae","Arcitalitrus","sylvaticus","","N",NA
"127",151,"LitterArthroE-2","Keck","02","Confluence","20180411","No","LitterArthro","Terrestrial","Animal","Multiple","Core Waimea","Roly poly, C-2-2",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu","Sort","Sowbug",NA,NA,NA,"what kind of roly poly?","N",NA
"128",152,"LitterArthroF-2","Keck","02","Confluence","20180411","No","LitterArthro","Terrestrial","Animal","Multiple","Core Waimea","Lawn shrimp, C-2-1",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu","Sort","Lawn Shrimp","Talitridae","Arcitalitrus","sylvaticus","","N",NA
"129",153,"FruitFeederA-2","Keck","02","Confluence","20180411","Yes","FruitFeeder","Terrestrial","Animal","Herbivore","Core Waimea",NA,21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu",NA,"Fruit Fly",NA,NA,NA,"what kind of organism?","N",NA
"130",154,"FruitFeederB-2","Keck","02","Confluence","20180411","Yes","FruitFeeder","Terrestrial","Animal","Herbivore","Core Waimea",NA,21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu",NA,"Fruit Fly",NA,NA,NA,"what kind of organism?","N",NA
"131",155,"FruitFeederC-2","Keck","02","Confluence","20180411","Yes","FruitFeeder","Terrestrial","Animal","Herbivore","Core Waimea",NA,21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu",NA,"Fruit Fly",NA,NA,NA,"what kind of organism?","N",NA
"132",156,"EmergenceA-2","Keck","02","Confluence","20180410","Yes","EmergenceChamber","Terrestrial","Animal","Herbivore","Core Waimea","Emergence chamber filled at site",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu",NA,"EmergenceChamber",NA,NA,NA,NA,NA,NA
"133",157,"EmergenceB-2","Keck","02","Confluence","20180410","Yes","EmergenceChamber","Terrestrial","Animal","Herbivore","Core Waimea","Emergence chamber filled at site",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu",NA,"EmergenceChamber",NA,NA,NA,NA,NA,NA
"134",158,"EmergenceC-2","Keck","02","Confluence","20180410","Yes","EmergenceChamber","Terrestrial","Animal","Herbivore","Core Waimea","Emergence chamber filled at site",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu",NA,"EmergenceChamber",NA,NA,NA,NA,NA,NA
"135",159,"LeafArthroA-2","Keck","02","Confluence","20180411","Yes","LeafArthropod","Terrestrial","Animal","Herbivore","Core Waimea",NA,21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu",NA,"Grasshopper",NA,NA,NA,"what kind of organism?","N",NA
"136",160,"LeafArthroB-2","Keck","02","Confluence","20180411","Yes","LeafArthropod","Terrestrial","Animal","Herbivore","Core Waimea",NA,21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu",NA,"Grasshopper",NA,NA,NA,"what kind of organism?","N",NA
"137",161,"LeafArthroC-2","Keck","02","Confluence","20180411","Yes","LeafArthropod","Terrestrial","Animal","Herbivore","Core Waimea",NA,21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu",NA,"Grasshopper",NA,NA,NA,"what kind of organism?","N",NA
"138",162,"Malaise-2","Keck","02","Confluence","20180411","Yes","MalaiseArthropod","Terrestrial","Animal","Multiple","Core Waimea","Deployed for 48 hours",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu",NA,"MalaiseArthropod",NA,NA,NA,NA,NA,NA
"139",163,"FlightIntercept-2","Keck","02","Confluence","20180411","Yes","FlightInterceptArthropod","Terrestrial","Animal","Multiple","Core Waimea","Deployed for 48 hours",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu",NA,"FlightInterceptArthropod",NA,NA,NA,NA,NA,NA
"140",164,"LitterArthroA-2","Keck","02","Confluence","20180411","No","LitterArthro","Terrestrial","Animal","Multiple","Core Waimea","Roly poly, A-2-1",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu","Sort","Sowbug",NA,NA,NA,"what kind of roly poly?","N",NA
"141",165,"LitterArthroB-2","Keck","02","Confluence","20180411","No","LitterArthro","Terrestrial","Animal","Multiple","Core Waimea","Lawn shrimp, A-2-2 Litter",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu","Sort","Lawn Shrimp","Talitridae","Arcitalitrus","sylvaticus","","N",NA
"142",166,"LitterArthroC-2","Keck","02","Confluence","20180411","No","LitterArthro","Terrestrial","Animal","Multiple","Core Waimea","Roly poly, B-2-2",21.63094,-158.04771,"Host-associated","Animal","Animal corpus","Nhu","Sort","Sowbug",NA,NA,NA,"what kind of roly poly?","N",NA
"143",167,"SoilShallowA-2","Keck","02","Confluence","20180411","Yes","SoilShallow","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.63094,-158.04771,"Free-living","Non-saline","Soil (non-saline)","Nhu","Weigh","SoilShallow",NA,NA,NA,NA,NA,NA
"144",168,"SoilShallowB-2","Keck","02","Confluence","20180411","Yes","SoilShallow","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.63094,-158.04771,"Free-living","Non-saline","Soil (non-saline)","Nhu","Weigh","SoilShallow",NA,NA,NA,NA,NA,NA
"145",169,"SoilShallowC-2","Keck","02","Confluence","20180411","Yes","SoilShallow","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.63094,-158.04771,"Free-living","Non-saline","Soil (non-saline)","Nhu","Weigh","SoilShallow",NA,NA,NA,NA,NA,NA
"146",170,"SoilMiddleA-2","Keck","02","Confluence","20180411","Yes","SoilMiddle","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.63094,-158.04771,"Free-living","Non-saline","Soil (non-saline)","Nhu","Weigh","SoilMiddle",NA,NA,NA,NA,NA,NA
"147",171,"SoilMiddleB-2","Keck","02","Confluence","20180411","Yes","SoilMiddle","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.63094,-158.04771,"Free-living","Non-saline","Soil (non-saline)","Nhu","Weigh","SoilMiddle",NA,NA,NA,NA,NA,NA
"148",172,"SoilMiddleC-2","Keck","02","Confluence","20180411","Yes","SoilMiddle","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.63094,-158.04771,"Free-living","Non-saline","Soil (non-saline)","Nhu","Weigh","SoilMiddle",NA,NA,NA,NA,NA,NA
"149",173,"SoilDeepA-2","Keck","02","Confluence","20180411","Yes","SoilDeep","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.63094,-158.04771,"Free-living","Non-saline","Soil (non-saline)","Nhu","Weigh","SoilDeep",NA,NA,NA,NA,NA,NA
"150",174,"SoilDeepB-2","Keck","02","Confluence","20180411","Yes","SoilDeep","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.63094,-158.04771,"Free-living","Non-saline","Soil (non-saline)","Nhu","Weigh","SoilDeep",NA,NA,NA,NA,NA,NA
"151",175,"SoilDeepC-2","Keck","02","Confluence","20180411","Yes","SoilDeep","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.63094,-158.04771,"Free-living","Non-saline","Soil (non-saline)","Nhu","Weigh","SoilDeep",NA,NA,NA,NA,NA,NA
"152",177,"DicotFlowerA-3","Keck","03","Waterfall","20180416","Yes","DicotFlower","Terrestrial","Plant","PrimaryProducer","Core Waimea","Stachytarpheta cayennensis",21.62997,-158.04263,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Dicot Plant","Verbenaceae","Stachytarpheta","cayennensis","","N","could be in Terrestrial folder (Site 3)"
"153",178,"DicotFlowerX-3","Keck","03","Waterfall","20180416","Yes","DicotFlower","Terrestrial","Plant","PrimaryProducer","Core Waimea","Passiflora sp.",21.62997,-158.04263,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Dicot Plant","Passifloraceae","Passiflora",NA,"ask for species help","N","could be in Terrestrial folder (Site 3)"
"154",179,"DicotFlowerC-3","Keck","03","Waterfall","20180416","Yes","DicotFlower","Terrestrial","Plant","PrimaryProducer","Core Waimea","Clidemia hirta",21.62997,-158.04263,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Dicot Plant","Melastomes","Clidemia","hirta","","N","could be in Terrestrial folder (Site 3)"
